abv,ibu,id,beer,style,brewery_id,ounces,brewery,city,state,label
0.05,NA,1436,Pub Beer,American Pale Lager,408,12,10 Barrel Brewing Company,Bend,OR,Pub Beer (10 Barrel Brewing Company)
66,NA,2265,Devil's Cup,American Pale Ale (APA),177,12,18th Street Brewery,Gary,IN,Devil's Cup (18th Street Brewery)
71,NA,2264,Rise of the Phoenix,American IPA,177,12,18th Street Brewery,Gary,IN,Rise of the Phoenix (18th Street Brewery)
0.09,NA,2263,Sinister,American Double / Imperial IPA,177,12,18th Street Brewery,Gary,IN,Sinister (18th Street Brewery)
75,NA,2262,Sex and Candy,American IPA,177,12,18th Street Brewery,Gary,IN,Sex and Candy (18th Street Brewery)
77,NA,2261,Black Exodus,Oatmeal Stout,177,12,18th Street Brewery,Gary,IN,Black Exodus (18th Street Brewery)
45,NA,2260,Lake Street Express,American Pale Ale (APA),177,12,18th Street Brewery,Gary,IN,Lake Street Express (18th Street Brewery)
65,NA,2259,Foreman,American Porter,177,12,18th Street Brewery,Gary,IN,Foreman (18th Street Brewery)
55,NA,2258,Jade,American Pale Ale (APA),177,12,18th Street Brewery,Gary,IN,Jade (18th Street Brewery)
86,NA,2131,Cone Crusher,American Double / Imperial IPA,177,12,18th Street Brewery,Gary,IN,Cone Crusher (18th Street Brewery)
72,NA,2099,Sophomoric Saison,Saison / Farmhouse Ale,177,12,18th Street Brewery,Gary,IN,Sophomoric Saison (18th Street Brewery)
73,NA,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,177,12,18th Street Brewery,Gary,IN,Regional Ring Of Fire (18th Street Brewery)
69,NA,2097,Garce SelÃ©,Saison / Farmhouse Ale,177,12,18th Street Brewery,Gary,IN,Garce SelÃ© (18th Street Brewery)
85,NA,1980,Troll Destroyer,Belgian IPA,177,12,18th Street Brewery,Gary,IN,Troll Destroyer (18th Street Brewery)
61,60,1979,Bitter Bitch,American Pale Ale (APA),177,12,18th Street Brewery,Gary,IN,Bitter Bitch (18th Street Brewery)
0.06,NA,2318,Ginja Ninja,Cider,154,12,2 Towns Ciderhouse,Corvallis,OR,Ginja Ninja (2 Towns Ciderhouse)
0.06,NA,2170,Cherried Away,Cider,154,12,2 Towns Ciderhouse,Corvallis,OR,Cherried Away (2 Towns Ciderhouse)
0.06,NA,2169,Rhubarbarian,Cider,154,12,2 Towns Ciderhouse,Corvallis,OR,Rhubarbarian (2 Towns Ciderhouse)
0.06,NA,1502,BrightCider,Cider,154,12,2 Towns Ciderhouse,Corvallis,OR,BrightCider (2 Towns Ciderhouse)
0.0819999999999999,NA,1593,He Said Baltic-Style Porter,Baltic Porter,368,12,21st Amendment Brewery,San Francisco,CA,He Said Baltic-Style Porter (21st Amendment Brewery)
0.0819999999999999,NA,1592,He Said Belgian-Style Tripel,Tripel,368,12,21st Amendment Brewery,San Francisco,CA,He Said Belgian-Style Tripel (21st Amendment Brewery)
99,92,1036,Lower De Boom,American Barleywine,368,8.4,21st Amendment Brewery,San Francisco,CA,Lower De Boom (21st Amendment Brewery)
79,45,1024,Fireside Chat,Winter Warmer,368,12,21st Amendment Brewery,San Francisco,CA,Fireside Chat (21st Amendment Brewery)
79,NA,976,Marooned On Hog Island,American Stout,368,12,21st Amendment Brewery,San Francisco,CA,Marooned On Hog Island (21st Amendment Brewery)
44,42,876,Bitter American,American Pale Ale (APA),368,12,21st Amendment Brewery,San Francisco,CA,Bitter American (21st Amendment Brewery)
49,17,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (2009) (21st Amendment Brewery)
49,17,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (2009) (21st Amendment Brewery)
49,17,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12,21st Amendment Brewery,San Francisco,CA,21st Amendment Watermelon Wheat Beer (2006) (21st Amendment Brewery)
0.07,70,799,21st Amendment IPA (2006),American IPA,368,12,21st Amendment Brewery,San Francisco,CA,21st Amendment IPA (2006) (21st Amendment Brewery)
0.07,70,797,Brew Free! or Die IPA (2008),American IPA,368,12,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (2008) (21st Amendment Brewery)
0.07,70,796,Brew Free! or Die IPA (2009),American IPA,368,12,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (2009) (21st Amendment Brewery)
85,52,531,Special Edition: Allies Win The War!,English Strong Ale,368,12,21st Amendment Brewery,San Francisco,CA,Special Edition: Allies Win The War! (21st Amendment Brewery)
0.0969999999999999,94,432,Hop Crisis,American Double / Imperial IPA,368,12,21st Amendment Brewery,San Francisco,CA,Hop Crisis (21st Amendment Brewery)
44,42,353,Bitter American (2011),American Pale Ale (APA),368,12,21st Amendment Brewery,San Francisco,CA,Bitter American (2011) (21st Amendment Brewery)
79,45,321,Fireside Chat (2010),Winter Warmer,368,12,21st Amendment Brewery,San Francisco,CA,Fireside Chat (2010) (21st Amendment Brewery)
68,65,173,Back in Black,American Black Ale,368,12,21st Amendment Brewery,San Francisco,CA,Back in Black (21st Amendment Brewery)
83,35,11,Monk's Blood,Belgian Dark Ale,368,12,21st Amendment Brewery,San Francisco,CA,Monk's Blood (21st Amendment Brewery)
0.07,65,10,Brew Free! or Die IPA,American IPA,368,12,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (21st Amendment Brewery)
49,17,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (21st Amendment Brewery)
0.07,82,2519,Bimini Twist,American IPA,67,12,3 Daughters Brewing,St Petersburg,FL,Bimini Twist (3 Daughters Brewing)
0.05,NA,2518,Beach Blonde,American Blonde Ale,67,12,3 Daughters Brewing,St Petersburg,FL,Beach Blonde (3 Daughters Brewing)
59,NA,2517,Rod Bender Red,American Amber / Red Ale,67,12,3 Daughters Brewing,St Petersburg,FL,Rod Bender Red (3 Daughters Brewing)
35,11,2545,Passion Fruit Prussia,Berliner Weissbier,60,12,4 Hands Brewing Company,Saint Louis,MO,Passion Fruit Prussia (4 Hands Brewing Company)
45,18,2544,Send Help,American Blonde Ale,60,12,4 Hands Brewing Company,Saint Louis,MO,Send Help (4 Hands Brewing Company)
55,NA,2324,Cast Iron Oatmeal Brown,American Brown Ale,60,12,4 Hands Brewing Company,Saint Louis,MO,Cast Iron Oatmeal Brown (4 Hands Brewing Company)
0.06,NA,2288,Reprise Centennial Red,American Amber / Red Ale,60,12,4 Hands Brewing Company,Saint Louis,MO,Reprise Centennial Red (4 Hands Brewing Company)
55,NA,2287,Alter Ego,American Black Ale,60,12,4 Hands Brewing Company,Saint Louis,MO,Alter Ego (4 Hands Brewing Company)
65,NA,2286,Divided Sky,American IPA,60,12,4 Hands Brewing Company,Saint Louis,MO,Divided Sky (4 Hands Brewing Company)
65,NA,2285,Resurrected,American IPA,60,12,4 Hands Brewing Company,Saint Louis,MO,Resurrected (4 Hands Brewing Company)
0.05,28,1870,Contact High,American Pale Wheat Ale,60,12,4 Hands Brewing Company,Saint Louis,MO,Contact High (4 Hands Brewing Company)
65,NA,2603,Galaxyfest,American IPA,27,16,450 North Brewing Company,Columbus,IN,Galaxyfest (450 North Brewing Company)
0.05,45,2602,Citrafest,American IPA,27,16,450 North Brewing Company,Columbus,IN,Citrafest (450 North Brewing Company)
0.09,NA,2220,Barn Yeti,Belgian Strong Dark Ale,27,16,450 North Brewing Company,Columbus,IN,Barn Yeti (450 North Brewing Company)
69,65,2219,Scarecrow,American IPA,27,16,450 North Brewing Company,Columbus,IN,Scarecrow (450 North Brewing Company)
0.09,50,2218,Ironman,English Strong Ale,27,16,450 North Brewing Company,Columbus,IN,Ironman (450 North Brewing Company)
46,15,2217,Honey Kolsch,KÃ¶lsch,27,16,450 North Brewing Company,Columbus,IN,Honey Kolsch (450 North Brewing Company)
52,18,2216,Copperhead Amber,Belgian Dark Ale,27,16,450 North Brewing Company,Columbus,IN,Copperhead Amber (450 North Brewing Company)
59,75,972,Rude Parrot IPA,American IPA,481,16,7 Seas Brewing Company,Gig Harbor,WA,Rude Parrot IPA (7 Seas Brewing Company)
54,30,866,British Pale Ale (2010),English Pale Ale,481,16,7 Seas Brewing Company,Gig Harbor,WA,British Pale Ale (2010) (7 Seas Brewing Company)
54,30,48,British Pale Ale,English Pale Ale,481,16,7 Seas Brewing Company,Gig Harbor,WA,British Pale Ale (7 Seas Brewing Company)
84,82,47,Ballz Deep Double IPA,American Double / Imperial IPA,481,16,7 Seas Brewing Company,Gig Harbor,WA,Ballz Deep Double IPA (7 Seas Brewing Company)
38,NA,1583,Wolfman's Berliner,Berliner Weissbier,373,12,7venth Sun,Dunedin,FL,Wolfman's Berliner (7venth Sun)
55,26,1165,Colorado Native,American Amber / Red Lager,462,12,AC Golden Brewing Company,Golden,CO,Colorado Native (AC Golden Brewing Company)
55,26,431,Colorado Native (2011),American Amber / Red Lager,462,12,AC Golden Brewing Company,Golden,CO,Colorado Native (2011) (AC Golden Brewing Company)
65,52,516,Jockamo IPA,American IPA,533,12,Abita Brewing Company,Abita Springs,LA,Jockamo IPA (Abita Brewing Company)
42,13,515,Purple Haze,Fruit / Vegetable Beer,533,12,Abita Brewing Company,Abita Springs,LA,Purple Haze (Abita Brewing Company)
45,17,514,Abita Amber,American Amber / Red Lager,533,12,Abita Brewing Company,Abita Springs,LA,Abita Amber (Abita Brewing Company)
0.0819999999999999,68,2540,Citra Ass Down,American IPA,62,16,Against The Grain Brewery,Louisville,KY,Citra Ass Down (Against The Grain Brewery)
0.05,20,2539,The Brown Note,American Brown Ale,62,16,Against The Grain Brewery,Louisville,KY,The Brown Note (Against The Grain Brewery)
0.08,68,2686,Citra Ass Down,American Double / Imperial IPA,1,16,Against the Grain Brewery,Louisville,KY,Citra Ass Down (Against the Grain Brewery)
125,80,2685,London Balling,English Barleywine,1,16,Against the Grain Brewery,Louisville,KY,London Balling (Against the Grain Brewery)
77,25,2684,35 K,Milk / Sweet Stout,1,16,Against the Grain Brewery,Louisville,KY,35 K (Against the Grain Brewery)
42,42,2683,A Beer,American Pale Ale (APA),1,16,Against the Grain Brewery,Louisville,KY,A Beer (Against the Grain Brewery)
0.05,25,2682,Rules are Rules,German Pilsener,1,16,Against the Grain Brewery,Louisville,KY,Rules are Rules (Against the Grain Brewery)
66,21,2681,Flesh Gourd'n,Pumpkin Ale,1,16,Against the Grain Brewery,Louisville,KY,Flesh Gourd'n (Against the Grain Brewery)
0.04,13,2680,Sho'nuff,Belgian Pale Ale,1,16,Against the Grain Brewery,Louisville,KY,Sho'nuff (Against the Grain Brewery)
55,17,2679,Bloody Show,American Pilsner,1,16,Against the Grain Brewery,Louisville,KY,Bloody Show (Against the Grain Brewery)
76,68,2678,Rico Sauvin,American Double / Imperial IPA,1,16,Against the Grain Brewery,Louisville,KY,Rico Sauvin (Against the Grain Brewery)
51,38,2677,Coq de la Marche,Saison / Farmhouse Ale,1,16,Against the Grain Brewery,Louisville,KY,Coq de la Marche (Against the Grain Brewery)
65,NA,2676,Kamen Knuddeln,American Wild Ale,1,16,Against the Grain Brewery,Louisville,KY,Kamen Knuddeln (Against the Grain Brewery)
0.06,65,2675,Pile of Face,American IPA,1,16,Against the Grain Brewery,Louisville,KY,Pile of Face (Against the Grain Brewery)
0.05,20,2674,The Brown Note,English Brown Ale,1,16,Against the Grain Brewery,Louisville,KY,The Brown Note (Against the Grain Brewery)
53,35,1594,Maylani's Coconut Stout,American Stout,367,16,Airways Brewing Company,Kent,WA,Maylani's Coconut Stout (Airways Brewing Company)
0.05,35,1162,Oatmeal PSA,American Pale Ale (APA),367,16,Airways Brewing Company,Kent,WA,Oatmeal PSA (Airways Brewing Company)
52,33,1137,Pre Flight Pilsner,American Pilsner,367,16,Airways Brewing Company,Kent,WA,Pre Flight Pilsner (Airways Brewing Company)
0.04,20,2403,P-Town Pilsner,American Pilsner,117,12,Alameda Brewing,Portland,OR,P-Town Pilsner (Alameda Brewing)
53,36,2402,Klickitat Pale Ale,American Pale Ale (APA),117,12,Alameda Brewing,Portland,OR,Klickitat Pale Ale (Alameda Brewing)
0.0819999999999999,103,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12,Alameda Brewing,Portland,OR,Yellow Wolf Imperial IPA (Alameda Brewing)
53,40,1921,Freeride APA,American Pale Ale (APA),270,12,Alaskan Brewing Company,Juneau,AK,Freeride APA (Alaskan Brewing Company)
53,18,1920,Alaskan Amber,Altbier,270,12,Alaskan Brewing Company,Juneau,AK,Alaskan Amber (Alaskan Brewing Company)
57,NA,2501,Hopalicious,American Pale Ale (APA),73,12,Ale Asylum,Madison,WI,Hopalicious (Ale Asylum)
43,NA,1535,Kentucky KÃ¶lsch,KÃ¶lsch,388,16,Alltech's Lexington Brewing Company,Lexington,KY,Kentucky KÃ¶lsch (Alltech's Lexington Brewing Company)
65,NA,1149,Kentucky IPA,American IPA,388,16,Alltech's Lexington Brewing Company,Lexington,KY,Kentucky IPA (Alltech's Lexington Brewing Company)
54,NA,1474,Dusty Trail Pale Ale,American Pale Ale (APA),401,16,Amnesia Brewing Company,Washougal,WA,Dusty Trail Pale Ale (Amnesia Brewing Company)
62,NA,1473,Damnesia,American IPA,401,16,Amnesia Brewing Company,Washougal,WA,Damnesia (Amnesia Brewing Company)
62,43,837,Desolation IPA,American IPA,401,16,Amnesia Brewing Company,Washougal,WA,Desolation IPA (Amnesia Brewing Company)
59,NA,2592,Liberty Ale,American IPA,35,12,Anchor Brewing Company,San Francisco,CA,Liberty Ale (Anchor Brewing Company)
65,NA,2578,IPA,American IPA,35,12,Anchor Brewing Company,San Francisco,CA,IPA (Anchor Brewing Company)
45,NA,2577,Summer Wheat,American Pale Wheat Ale,35,12,Anchor Brewing Company,San Francisco,CA,Summer Wheat (Anchor Brewing Company)
49,NA,2103,California Lager,American Amber / Red Lager,35,12,Anchor Brewing Company,San Francisco,CA,California Lager (Anchor Brewing Company)
57,13,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company)
0.0559999999999999,4,1350,Summer Solstice,Cream Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (Anderson Valley Brewing Company)
0.07,80,1327,Hop Ottin' IPA,American IPA,171,12,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (Anderson Valley Brewing Company)
0.0579999999999999,15,1326,Boont Amber Ale,American Amber / Red Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (Anderson Valley Brewing Company)
57,13,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company)
55,25,1217,El Steinber Dark Lager,Vienna Lager,171,16,Anderson Valley Brewing Company,Boonville,CA,El Steinber Dark Lager (Anderson Valley Brewing Company)
0.0579999999999999,15,811,Boont Amber Ale (2010),American Amber / Red Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2010) (Anderson Valley Brewing Company)
0.0559999999999999,4,753,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice Cerveza Crema (2009) (Anderson Valley Brewing Company)
57,13,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (2012) (Anderson Valley Brewing Company)
69,6,523,Winter Solstice,Winter Warmer,171,12,Anderson Valley Brewing Company,Boonville,CA,Winter Solstice (Anderson Valley Brewing Company)
0.07,80,367,Hop Ottin' IPA (2011),American IPA,171,12,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (2011) (Anderson Valley Brewing Company)
0.0579999999999999,15,78,Boont Amber Ale (2011),American Amber / Red Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2011) (Anderson Valley Brewing Company)
0.0559999999999999,4,77,Summer Solstice (2011),Cream Ale,171,12,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (2011) (Anderson Valley Brewing Company)
55,28,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12,Anderson Valley Brewing Company,Boonville,CA,Poleeko Gold Pale Ale (2009) (Anderson Valley Brewing Company)
0.06,NA,2337,Charlie's Rye IPA,American IPA,146,16,Angry Minnow,Hayward,WI,Charlie's Rye IPA (Angry Minnow)
54,NA,410,River Pig Pale Ale,American Pale Ale (APA),542,16,Angry Minnow Brewing Company,Hayward,WI,River Pig Pale Ale (Angry Minnow Brewing Company)
47,NA,409,Oaky's Oatmeal Stout,Oatmeal Stout,542,16,Angry Minnow Brewing Company,Hayward,WI,Oaky's Oatmeal Stout (Angry Minnow Brewing Company)
0.05,NA,1294,Angry Orchard Apple Ginger,Cider,434,16,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Apple Ginger (Angry Orchard Cider Company)
0.05,NA,1293,Angry Orchard Crisp Apple,Cider,434,16,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Crisp Apple (Angry Orchard Cider Company)
0.05,NA,1292,Angry Orchard Crisp Apple,Cider,434,12,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Crisp Apple (Angry Orchard Cider Company)
68,NA,2207,Golden One,Belgian Pale Ale,193,12,Anthem Brewing Company,Oklahoma City,OK,Golden One (Anthem Brewing Company)
0.06,NA,2040,Arjuna,Witbier,193,12,Anthem Brewing Company,Oklahoma City,OK,Arjuna (Anthem Brewing Company)
85,NA,2039,Uroboros,American Stout,193,12,Anthem Brewing Company,Oklahoma City,OK,Uroboros (Anthem Brewing Company)
71,75,2511,Long Leaf,American IPA,69,16,Appalachian Mountain Brewery,Boone,NC,Long Leaf (Appalachian Mountain Brewery)
47,19,2510,Honey Badger Blonde,American Blonde Ale,69,16,Appalachian Mountain Brewery,Boone,NC,Honey Badger Blonde (Appalachian Mountain Brewery)
0.06,23,2509,Porter (a/k/a Black Gold Porter),American Porter,69,16,Appalachian Mountain Brewery,Boone,NC,Porter (a/k/a Black Gold Porter) (Appalachian Mountain Brewery)
0.06,55,413,Sky High Rye,American Pale Ale (APA),541,12,Arcadia Brewing Company,Battle Creek,MI,Sky High Rye (Arcadia Brewing Company)
62,17,390,Whitsun,American Pale Wheat Ale,541,12,Arcadia Brewing Company,Battle Creek,MI,Whitsun (Arcadia Brewing Company)
52,NA,735,On-On Ale (2008),American Pale Ale (APA),513,12,Arctic Craft Brewery,Colorado Springs,CO,On-On Ale (2008) (Arctic Craft Brewery)
92,50,1333,Quakertown Stout,American Double / Imperial Stout,426,12,Armadillo Ale Works,Denton,TX,Quakertown Stout (Armadillo Ale Works)
51,20,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12,Armadillo Ale Works,Denton,TX,Greenbelt Farmhouse Ale (Armadillo Ale Works)
52,10,1172,Mo's Gose,Gose,461,16,Armstrong Brewing Company,South San Francisco,CA,Mo's Gose (Armstrong Brewing Company)
0.07,45,1322,Green Bullet Organic India Pale Ale,American IPA,429,16,Asher Brewing Company,Boulder,CO,Green Bullet Organic India Pale Ale (Asher Brewing Company)
32,27,550,Rocket Girl,KÃ¶lsch,528,12,Asheville Brewing Company,Asheville,NC,Rocket Girl (Asheville Brewing Company)
53,26,429,Ninja Porter,American Porter,528,12,Asheville Brewing Company,Asheville,NC,Ninja Porter (Asheville Brewing Company)
0.06,69,428,Shiva IPA,American IPA,528,12,Asheville Brewing Company,Asheville,NC,Shiva IPA (Asheville Brewing Company)
48,NA,1640,Aslan KÃ¶lsch,KÃ¶lsch,353,16,Aslan Brewing Company,Bellingham,WA,Aslan KÃ¶lsch (Aslan Brewing Company)
77,NA,1639,Aslan IPA,American IPA,353,16,Aslan Brewing Company,Bellingham,WA,Aslan IPA (Aslan Brewing Company)
77,NA,1638,Aslan Amber,American Amber / Red Ale,353,16,Aslan Brewing Company,Bellingham,WA,Aslan Amber (Aslan Brewing Company)
0.0559999999999999,27,597,This Season's Blonde,American Blonde Ale,523,12,Aspen Brewing Company,Aspen,CO,This Season's Blonde (Aspen Brewing Company)
0.07,67,596,Independence Pass Ale,American IPA,523,12,Aspen Brewing Company,Aspen,CO,Independence Pass Ale (Aspen Brewing Company)
57,40,1580,Trolley Stop Stout,American Stout,374,12,Astoria Brewing Company,Astoria,OR,Trolley Stop Stout (Astoria Brewing Company)
0.0819999999999999,138,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12,Astoria Brewing Company,Astoria,OR,Bitter Bitch Imperial IPA (Astoria Brewing Company)
62,35,979,Poop Deck Porter,American Porter,374,12,Astoria Brewing Company,Astoria,OR,Poop Deck Porter (Astoria Brewing Company)
0.06,35,978,Old Red Beard Amber Ale,American Amber / Red Ale,374,12,Astoria Brewing Company,Astoria,OR,Old Red Beard Amber Ale (Astoria Brewing Company)
75,115,2503,Hop A-Peel,American Double / Imperial IPA,72,16,Atwater Brewery,Detroit,MI,Hop A-Peel (Atwater Brewery)
55,12,2502,Vanilla Java Porter,American Porter,72,16,Atwater Brewery,Detroit,MI,Vanilla Java Porter (Atwater Brewery)
52,NA,2495,Michelada,Fruit / Vegetable Beer,72,16,Atwater Brewery,Detroit,MI,Michelada (Atwater Brewery)
45,8,534,Dirty Blonde Ale,American Blonde Ale,72,12,Atwater Brewery,Detroit,MI,Dirty Blonde Ale (Atwater Brewery)
0.05,62,528,Grand Circus IPA,American IPA,72,12,Atwater Brewery,Detroit,MI,Grand Circus IPA (Atwater Brewery)
0.05,12,527,Atwater's Lager,Munich Helles Lager,72,12,Atwater Brewery,Detroit,MI,Atwater's Lager (Atwater Brewery)
0.07,NA,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,16,Austin Beerworks,Austin,TX,Heavy Machinery IPA Series #1: Heavy Fist (Austin Beerworks)
62,NA,343,Fire Eagle IPA,American IPA,413,12,Austin Beerworks,Austin,TX,Fire Eagle IPA (Austin Beerworks)
51,NA,342,Peacemaker,American Pale Ale (APA),413,12,Austin Beerworks,Austin,TX,Peacemaker (Austin Beerworks)
53,NA,341,Pearl-Snap,German Pilsener,413,12,Austin Beerworks,Austin,TX,Pearl-Snap (Austin Beerworks)
52,NA,340,Black Thunder,Schwarzbier,413,12,Austin Beerworks,Austin,TX,Black Thunder (Austin Beerworks)
0.08,NA,2589,Raja,American Double / Imperial IPA,37,12,Avery Brewing Company,Boulder,CO,Raja (Avery Brewing Company)
64,NA,2546,Perzik Saison,Saison / Farmhouse Ale,37,12,Avery Brewing Company,Boulder,CO,Perzik Saison (Avery Brewing Company)
47,42,146,Avery Joeâ€™s Premium American Pilsner,German Pilsener,37,12,Avery Brewing Company,Boulder,CO,Avery Joeâ€™s Premium American Pilsner (Avery Brewing Company)
0.0559999999999999,10,108,White Rascal,Witbier,37,12,Avery Brewing Company,Boulder,CO,White Rascal (Avery Brewing Company)
63,69,107,Avery India Pale Ale,American IPA,37,12,Avery Brewing Company,Boulder,CO,Avery India Pale Ale (Avery Brewing Company)
55,17,106,Ellieâ€™s Brown Ale,American Brown Ale,37,12,Avery Brewing Company,Boulder,CO,Ellieâ€™s Brown Ale (Avery Brewing Company)
62,17,1620,Pumpkin Beast,Pumpkin Ale,360,12,Aviator Brewing Company,Fuquay-Varina,NC,Pumpkin Beast (Aviator Brewing Company)
72,22,1579,OktoberBeast,MÃ¤rzen / Oktoberfest,360,12,Aviator Brewing Company,Fuquay-Varina,NC,OktoberBeast (Aviator Brewing Company)
48,23,1228,Mad Beach,American Pale Wheat Ale,360,12,Aviator Brewing Company,Fuquay-Varina,NC,Mad Beach (Aviator Brewing Company)
67,NA,705,Hog Wild India Pale Ale,American IPA,360,12,Aviator Brewing Company,Fuquay-Varina,NC,Hog Wild India Pale Ale (Aviator Brewing Company)
92,5,704,Devils Tramping Ground Tripel,Tripel,360,12,Aviator Brewing Company,Fuquay-Varina,NC,Devils Tramping Ground Tripel (Aviator Brewing Company)
61,41,702,Hot Rod Red,American Amber / Red Ale,360,12,Aviator Brewing Company,Fuquay-Varina,NC,Hot Rod Red (Aviator Brewing Company)
86,NA,2058,Palate Mallet,American Double / Imperial IPA,235,12,Back East Brewing Company,Bloomfield,CT,Palate Mallet (Back East Brewing Company)
0.06,NA,1483,Back East Porter,American Porter,235,12,Back East Brewing Company,Bloomfield,CT,Back East Porter (Back East Brewing Company)
49,NA,1426,Back East Golden Ale,American Blonde Ale,235,12,Back East Brewing Company,Bloomfield,CT,Back East Golden Ale (Back East Brewing Company)
0.07,NA,1132,Misty Mountain IPA,American IPA,235,12,Back East Brewing Company,Bloomfield,CT,Misty Mountain IPA (Back East Brewing Company)
0.05,NA,1131,Back East Ale,American Amber / Red Ale,235,12,Back East Brewing Company,Bloomfield,CT,Back East Ale (Back East Brewing Company)
0.06,NA,1876,Truck Stop Honey Brown Ale,English Brown Ale,286,12,Back Forty Beer Company,Gadsden,AL,Truck Stop Honey Brown Ale (Back Forty Beer Company)
0.06,43,1875,Naked Pig Pale Ale,American Pale Ale (APA),286,12,Back Forty Beer Company,Gadsden,AL,Naked Pig Pale Ale (Back Forty Beer Company)
68,70,966,Topcutter India Pale Ale,American IPA,483,12,Bale Breaker Brewing Company,Yakima,WA,Topcutter India Pale Ale (Bale Breaker Brewing Company)
44,38,965,Field 41 Pale Ale,American Pale Ale (APA),483,12,Bale Breaker Brewing Company,Yakima,WA,Field 41 Pale Ale (Bale Breaker Brewing Company)
0.07,NA,2593,Grapefruit Sculpin,American IPA,34,12,Ballast Point Brewing Company,San Diego,CA,Grapefruit Sculpin (Ballast Point Brewing Company)
38,40,2105,Even Keel,American IPA,34,12,Ballast Point Brewing Company,San Diego,CA,Even Keel (Ballast Point Brewing Company)
52,23,1401,Ballast Point Pale Ale,KÃ¶lsch,34,12,Ballast Point Brewing Company,San Diego,CA,Ballast Point Pale Ale (Ballast Point Brewing Company)
0.07,75,1400,Big Eye India Pale Ale,American IPA,34,12,Ballast Point Brewing Company,San Diego,CA,Big Eye India Pale Ale (Ballast Point Brewing Company)
46,NA,1019,Longfin Lager,Munich Helles Lager,34,12,Ballast Point Brewing Company,San Diego,CA,Longfin Lager (Ballast Point Brewing Company)
0.07,70,1018,Sculpin IPA,American IPA,34,12,Ballast Point Brewing Company,San Diego,CA,Sculpin IPA (Ballast Point Brewing Company)
45,NA,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,12,Banner Beer Company,Williamsburg,MA,All Nighter Ale (Banner Beer Company)
45,20,1644,Banner American Rye,Rye Beer,318,12,Banner Beer Company,Williamsburg,MA,Banner American Rye (Banner Beer Company)
35,45,1643,Banner American Ale,American Amber / Red Ale,318,12,Banner Beer Company,Williamsburg,MA,Banner American Ale (Banner Beer Company)
0.07,46,2618,Thai.p.a,American IPA,20,16,Bare Hands Brewery,Granger,IN,Thai.p.a (Bare Hands Brewery)
0.06,60,2005,Barrio Blanco,American IPA,251,12,Barrio Brewing Company,Tucson,AZ,Barrio Blanco (Barrio Brewing Company)
45,NA,1343,Barrio Tucson Blonde,American Blonde Ale,251,12,Barrio Brewing Company,Tucson,AZ,Barrio Tucson Blonde (Barrio Brewing Company)
49,22,2404,Hop in the â€˜Pool Helles,American Pilsner,116,12,Base Camp Brewing Co.,Portland,OR,Hop in the â€˜Pool Helles (Base Camp Brewing Co.)
67,60,2323,Ultra Gnar Gnar IPA,American IPA,116,12,Base Camp Brewing Co.,Portland,OR,Ultra Gnar Gnar IPA (Base Camp Brewing Co.)
