abv,ibu,id,beer,style,brewery_id,ounces,brewery,city,state,label
59,27,1904,White Rabbit,Witbier,140,12,Independence Brewing Company,Austin,TX,White Rabbit (Independence Brewing Company)
0.0579999999999999,58,2609,Tribute,American Pale Ale (APA),23,12,Indiana City Brewing,Indianapolis,IN,Tribute (Indiana City Brewing)
0.07,75,2038,Infamous IPA,American IPA,242,12,Infamous Brewing Company,Austin,TX,Infamous IPA (Infamous Brewing Company)
55,20,1774,Hijack,Cream Ale,242,12,Infamous Brewing Company,Austin,TX,Hijack (Infamous Brewing Company)
45,20,559,Jon Boat Coastal Ale,American Blonde Ale,527,12,Intuition Ale Works,Jacksonville,FL,Jon Boat Coastal Ale (Intuition Ale Works)
68,55,558,I-10 IPA,American IPA,527,12,Intuition Ale Works,Jacksonville,FL,I-10 IPA (Intuition Ale Works)
53,28,553,People's Pale Ale,American Pale Ale (APA),527,12,Intuition Ale Works,Jacksonville,FL,People's Pale Ale (Intuition Ale Works)
49,NA,2376,Summer Ale,American Blonde Ale,123,12,Ipswich Ale Brewery,Ipswich,MA,Summer Ale (Ipswich Ale Brewery)
NA,NA,1784,Appreciation Ale,American IPA,316,16,Iron Hill Brewery & Restaurant,Wilmington,DE,Appreciation Ale (Iron Hill Brewery & Restaurant)
52,18,2673,House Lager,Keller Bier / Zwickel Bier,2,16,Jack's Abby Craft Lagers,Framingham,MA,House Lager (Jack's Abby Craft Lagers)
48,15,2672,Leisure Time,American Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,Leisure Time (Jack's Abby Craft Lagers)
72,80,2671,Excess IPL,American India Pale Lager,2,16,Jack's Abby Craft Lagers,Framingham,MA,Excess IPL (Jack's Abby Craft Lagers)
67,65,2670,Hoponius Union,American India Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,Hoponius Union (Jack's Abby Craft Lagers)
49,45,2669,Calyptra,American India Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,Calyptra (Jack's Abby Craft Lagers)
0.05,NA,1405,Helen's Blend,Cider,416,12,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,Helen's Blend (Jack's Hard Cider (Hauser Estate...)
51,NA,823,Jack's Hard Cider,Cider,416,12,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,Jack's Hard Cider (Jack's Hard Cider (Hauser Estate...)
55,37,1793,Thunder Ann,American Pale Ale (APA),312,12,Jackalope Brewing Company,Nashville,TN,Thunder Ann (Jackalope Brewing Company)
55,NA,2453,Razz Wheat,Fruit / Vegetable Beer,92,12,Jackie O's Pub & Brewery,Athens,OH,Razz Wheat (Jackie O's Pub & Brewery)
65,NA,2363,Hop Ryot,American IPA,92,12,Jackie O's Pub & Brewery,Athens,OH,Hop Ryot (Jackie O's Pub & Brewery)
0.07,NA,689,Mystic Mama IPA,American IPA,92,12,Jackie O's Pub & Brewery,Athens,OH,Mystic Mama IPA (Jackie O's Pub & Brewery)
0.05,NA,688,Firefly Amber Ale,American Amber / Red Ale,92,12,Jackie O's Pub & Brewery,Athens,OH,Firefly Amber Ale (Jackie O's Pub & Brewery)
67,NA,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12,Jackie O's Pub & Brewery,Athens,OH,Chomolungma Honey Nut Brown Ale (Jackie O's Pub & Brewery)
69,NA,2408,Welcome to Scoville,American IPA,114,12,Jailbreak Brewing Company,Laurel,MD,Welcome to Scoville (Jailbreak Brewing Company)
NA,NA,2595,Bastian,American Strong Ale,32,12,James Page Brewing Company,Stevens Point,WI,Bastian (James Page Brewing Company)
45,NA,2480,Healani,Hefeweizen,32,12,James Page Brewing Company,Stevens Point,WI,Healani (James Page Brewing Company)
55,NA,1525,Yabba Dhaba Chai Tea Porter,American Porter,32,12,James Page Brewing Company,Stevens Point,WI,Yabba Dhaba Chai Tea Porter (James Page Brewing Company)
55,NA,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12,James Page Brewing Company,Stevens Point,WI,A Capella Gluten Free Pale Ale (James Page Brewing Company)
0.06,NA,1523,Casper White Stout,American Blonde Ale,32,12,James Page Brewing Company,Stevens Point,WI,Casper White Stout (James Page Brewing Company)
0.06,NA,1254,JP's Ould Sod Irish Red IPA,American IPA,32,12,James Page Brewing Company,Stevens Point,WI,JP's Ould Sod Irish Red IPA (James Page Brewing Company)
0.05,15,2060,Weize Guy,Hefeweizen,233,12,Joseph James Brewing Company,Henderson,NV,Weize Guy (Joseph James Brewing Company)
0.05,50,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12,Joseph James Brewing Company,Henderson,NV,Fox Tail Gluten Free Ale (Joseph James Brewing Company)
93,90,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12,Joseph James Brewing Company,Henderson,NV,Hop Box Imperial IPA (Joseph James Brewing Company)
52,15,467,Joseph James American Lager,American Adjunct Lager,233,12,Joseph James Brewing Company,Henderson,NV,Joseph James American Lager (Joseph James Brewing Company)
71,NA,2163,Sucha Much IPA,American IPA,208,12,Kalona Brewing Company,Kalona,IA,Sucha Much IPA (Kalona Brewing Company)
75,24,2162,Lewbricator Wheat Dopplebock,Doppelbock,208,12,Kalona Brewing Company,Kalona,IA,Lewbricator Wheat Dopplebock (Kalona Brewing Company)
52,16,2374,Weisse Versa (2012),Hefeweizen,125,12,Karbach Brewing Company,Houston,TX,Weisse Versa (2012) (Karbach Brewing Company)
0.0579999999999999,25,1560,Mother in Lager,Munich Dunkel Lager,125,12,Karbach Brewing Company,Houston,TX,Mother in Lager (Karbach Brewing Company)
55,40,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12,Karbach Brewing Company,Houston,TX,Weekend Warrior Pale Ale (Karbach Brewing Company)
55,25,1458,Karbachtoberfest,MÃ¤rzen / Oktoberfest,125,12,Karbach Brewing Company,Houston,TX,Karbachtoberfest (Karbach Brewing Company)
47,20,1235,Love Street Summer Seasonal (2014),KÃ¶lsch,125,12,Karbach Brewing Company,Houston,TX,Love Street Summer Seasonal (2014) (Karbach Brewing Company)
66,20,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12,Karbach Brewing Company,Houston,TX,Barn Burner Saison (Karbach Brewing Company)
95,85,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12,Karbach Brewing Company,Houston,TX,Rodeo Clown Double IPA (Karbach Brewing Company)
49,45,465,Sympathy for the Lager,American Amber / Red Lager,125,12,Karbach Brewing Company,Houston,TX,Sympathy for the Lager (Karbach Brewing Company)
52,15,464,Weisse Versa,Hefeweizen,125,12,Karbach Brewing Company,Houston,TX,Weisse Versa (Karbach Brewing Company)
66,70,463,Hopadillo India Pale Ale,American IPA,125,12,Karbach Brewing Company,Houston,TX,Hopadillo India Pale Ale (Karbach Brewing Company)
57,19,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12,KelSo Beer Company,Brooklyn,NY,KelSo Nut Brown Lager (KelSo Beer Company)
0.06,64,1572,KelSo India Pale Ale,American IPA,342,12,KelSo Beer Company,Brooklyn,NY,KelSo India Pale Ale (KelSo Beer Company)
55,23,1348,KelSo Pilsner,Czech Pilsener,342,12,KelSo Beer Company,Brooklyn,NY,KelSo Pilsner (KelSo Beer Company)
0.0579999999999999,NA,1193,Skilak Scottish Ale,Scottish Ale,458,12,Kenai River Brewing Company,Soldotna,AK,Skilak Scottish Ale (Kenai River Brewing Company)
0.05,15,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12,Kenai River Brewing Company,Soldotna,AK,Peninsula Brewers Reserve (PBR) (Kenai River Brewing Company)
68,NA,349,Sunken Island IPA,American IPA,458,12,Kenai River Brewing Company,Soldotna,AK,Sunken Island IPA (Kenai River Brewing Company)
0.0579999999999999,NA,348,Skilak Scottish Ale (2011),Scottish Ale,458,12,Kenai River Brewing Company,Soldotna,AK,Skilak Scottish Ale (2011) (Kenai River Brewing Company)
65,11,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16,Kettle House Brewing Company,Missoula,MT,Cold Smoke Scotch Ale (2007) (Kettle House Brewing Company)
65,65,759,Double Haul IPA (2009),American IPA,510,16,Kettle House Brewing Company,Missoula,MT,Double Haul IPA (2009) (Kettle House Brewing Company)
65,65,758,Double Haul IPA (2006),American IPA,510,16,Kettle House Brewing Company,Missoula,MT,Double Haul IPA (2006) (Kettle House Brewing Company)
55,50,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16,Kettle House Brewing Company,Missoula,MT,Eddy Out Pale Ale (Kettle House Brewing Company)
65,65,86,Double Haul IPA,American IPA,510,16,Kettle House Brewing Company,Missoula,MT,Double Haul IPA (Kettle House Brewing Company)
65,11,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16,Kettle House Brewing Company,Missoula,MT,Cold Smoke Scotch Ale (Kettle House Brewing Company)
NA,NA,2472,U. P. Witbier,Witbier,84,12,Keweenaw Brewing Company,Houghton,MI,U. P. Witbier (Keweenaw Brewing Company)
NA,NA,779,November Gale Pale Ale,American Pale Ale (APA),84,12,Keweenaw Brewing Company,Houghton,MI,November Gale Pale Ale (Keweenaw Brewing Company)
NA,NA,364,Olde Ore Dock Scottish Ale,Scottish Ale,84,12,Keweenaw Brewing Company,Houghton,MI,Olde Ore Dock Scottish Ale (Keweenaw Brewing Company)
NA,NA,60,Widow Maker Black Ale,American Brown Ale,84,12,Keweenaw Brewing Company,Houghton,MI,Widow Maker Black Ale (Keweenaw Brewing Company)
NA,NA,59,Lift Bridge Brown Ale,American Brown Ale,84,12,Keweenaw Brewing Company,Houghton,MI,Lift Bridge Brown Ale (Keweenaw Brewing Company)
NA,NA,58,Pick Axe Blonde Ale,American Blonde Ale,84,12,Keweenaw Brewing Company,Houghton,MI,Pick Axe Blonde Ale (Keweenaw Brewing Company)
NA,NA,57,Red Jacket Amber Ale,American Amber / Red Ale,84,12,Keweenaw Brewing Company,Houghton,MI,Red Jacket Amber Ale (Keweenaw Brewing Company)
51,NA,2436,Amber Ale,American Amber / Red Ale,102,12,King Street Brewing Company,Anchorage,AK,Amber Ale (King Street Brewing Company)
55,NA,1706,King Street Pilsner,Czech Pilsener,102,12,King Street Brewing Company,Anchorage,AK,King Street Pilsner (King Street Brewing Company)
0.06,70,1667,King Street IPA,American IPA,102,12,King Street Brewing Company,Anchorage,AK,King Street IPA (King Street Brewing Company)
57,10,1666,King Street Hefeweizen,Hefeweizen,102,12,King Street Brewing Company,Anchorage,AK,King Street Hefeweizen (King Street Brewing Company)
49,NA,1665,King Street Blonde Ale,American Blonde Ale,102,12,King Street Brewing Company,Anchorage,AK,King Street Blonde Ale (King Street Brewing Company)
63,65,2460,India Pale Ale,American IPA,87,16,Kirkwood Station Brewing Company,Kirkwood,MO,India Pale Ale (Kirkwood Station Brewing Company)
48,11,2459,Blackberry Wheat,American Pale Wheat Ale,87,16,Kirkwood Station Brewing Company,Kirkwood,MO,Blackberry Wheat (Kirkwood Station Brewing Company)
46,18,1274,Longboard Island Lager,American Amber / Red Lager,439,24,Kona Brewing Company,Kona,HI,Longboard Island Lager (Kona Brewing Company)
46,18,1220,Longboard Island Lager,American Amber / Red Lager,439,16,Kona Brewing Company,Kona,HI,Longboard Island Lager (Kona Brewing Company)
46,18,1070,Longboard Island Lager,American Amber / Red Lager,439,12,Kona Brewing Company,Kona,HI,Longboard Island Lager (Kona Brewing Company)
46,18,590,Longboard Island Lager,American Amber / Red Lager,439,12,Kona Brewing Company,Kona,HI,Longboard Island Lager (Kona Brewing Company)
0.04,9,781,Choc Beer (2003),American Dark Wheat Ale,505,12,Krebs Brewing Company (Pete's Pl...,Krebs,OK,Choc Beer (2003) (Krebs Brewing Company (Pete's Pl...)
0.08,NA,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16,Kulshan Brewery,Bellingham,WA,Bellingham Beer Week 2013 Collaboration (Kulshan Brewery)
54,15,1741,A Slice of Hefen,Hefeweizen,332,16,La Cumbre Brewing Company,Albuquerque,NM,A Slice of Hefen (La Cumbre Brewing Company)
72,100,664,Elevated IPA,American IPA,332,16,La Cumbre Brewing Company,Albuquerque,NM,Elevated IPA (La Cumbre Brewing Company)
66,30,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12,Lancaster Brewing Company,Lancaster,PA,Rumspringa Golden Bock (Lancaster Brewing Company)
48,28,195,Lancaster German Style KÃ¶lsch,KÃ¶lsch,545,12,Lancaster Brewing Company,Lancaster,PA,Lancaster German Style KÃ¶lsch (Lancaster Brewing Company)
45,NA,2547,Beach Cruiser,Hefeweizen,59,12,Latitude 42 Brewing Company,Portage,MI,Beach Cruiser (Latitude 42 Brewing Company)
68,NA,2493,I.P. Eh!,American IPA,59,12,Latitude 42 Brewing Company,Portage,MI,I.P. Eh! (Latitude 42 Brewing Company)
0.05,NA,2492,Schoolhouse Honey,American Amber / Red Ale,59,12,Latitude 42 Brewing Company,Portage,MI,Schoolhouse Honey (Latitude 42 Brewing Company)
55,NA,2491,10 Degrees of Separation,English Brown Ale,59,12,Latitude 42 Brewing Company,Portage,MI,10 Degrees of Separation (Latitude 42 Brewing Company)
0.05,12,2108,Laughing Dog Cream Ale,Cream Ale,218,12,Laughing Dog Brewing Company,Ponderay,ID,Laughing Dog Cream Ale (Laughing Dog Brewing Company)
48,9,1397,Two-One Niner,American Pilsner,218,12,Laughing Dog Brewing Company,Ponderay,ID,Two-One Niner (Laughing Dog Brewing Company)
64,66,1396,Laughing Dog IPA,American IPA,218,12,Laughing Dog Brewing Company,Ponderay,ID,Laughing Dog IPA (Laughing Dog Brewing Company)
64,95,1675,Madra Allta,American IPA,345,12,Lavery Brewing Company,Erie,PA,Madra Allta (Lavery Brewing Company)
0.0559999999999999,70,1249,Duluchan India Pale Ale,American IPA,345,12,Lavery Brewing Company,Erie,PA,Duluchan India Pale Ale (Lavery Brewing Company)
0.05,NA,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16,Lazy Monk Brewing,Eau Claire,WI,Lazy Monk Bohemian Pilsner (Lazy Monk Brewing)
51,NA,475,Yellowstone Golden Ale,KÃ¶lsch,537,12,Lewis and Clark Brewing Company,Helena,MT,Yellowstone Golden Ale (Lewis and Clark Brewing Company)
57,NA,474,Tumbleweed IPA,American IPA,537,12,Lewis and Clark Brewing Company,Helena,MT,Tumbleweed IPA (Lewis and Clark Brewing Company)
0.05,NA,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12,Lewis and Clark Brewing Company,Helena,MT,Lewis & Clark Amber Ale (Lewis and Clark Brewing Company)
0.05,NA,472,Miner's Gold Hefeweizen,Hefeweizen,537,12,Lewis and Clark Brewing Company,Helena,MT,Miner's Gold Hefeweizen (Lewis and Clark Brewing Company)
57,NA,471,Back Country Scottish Ale,Scottish Ale,537,12,Lewis and Clark Brewing Company,Helena,MT,Back Country Scottish Ale (Lewis and Clark Brewing Company)
52,30,2036,Getaway,German Pilsener,244,16,Lift Bridge Brewing Company,Stillwater,MN,Getaway (Lift Bridge Brewing Company)
0.06,30,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16,Lift Bridge Brewing Company,Stillwater,MN,Farm Girl Saison (Lift Bridge Brewing Company)
0.0579999999999999,40,1832,Adam's Stout,American Stout,298,12,Liquid Hero Brewery,York,PA,Adam's Stout (Liquid Hero Brewery)
57,42,1688,American Hero,American Amber / Red Ale,298,12,Liquid Hero Brewery,York,PA,American Hero (Liquid Hero Brewery)
52,20,1687,Schweet Ale,Fruit / Vegetable Beer,298,12,Liquid Hero Brewery,York,PA,Schweet Ale (Liquid Hero Brewery)
65,75,1686,Irregardless IPA,American IPA,298,12,Liquid Hero Brewery,York,PA,Irregardless IPA (Liquid Hero Brewery)
57,40,2434,Peach Pale Ale,American Pale Ale (APA),104,12,Lone Tree Brewing Company,Lone Tree,CO,Peach Pale Ale (Lone Tree Brewing Company)
0.06,NA,2332,Deadeye Jack,American Porter,149,12,Lonerider Brewing Company,Raleigh,NC,Deadeye Jack (Lonerider Brewing Company)
75,NA,2330,Pistols at Dawn,American Stout,149,16,Lonerider Brewing Company,Raleigh,NC,Pistols at Dawn (Lonerider Brewing Company)
57,47,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12,Lonerider Brewing Company,Raleigh,NC,Peacemaker Pale Ale (Lonerider Brewing Company)
0.0579999999999999,11,2327,Shotgun Betty,Hefeweizen,149,12,Lonerider Brewing Company,Raleigh,NC,Shotgun Betty (Lonerider Brewing Company)
61,30,2326,Sweet Josie,American Brown Ale,149,12,Lonerider Brewing Company,Raleigh,NC,Sweet Josie (Lonerider Brewing Company)
59,42,1926,Long Trail IPA,English India Pale Ale (IPA),268,12,Long Trail Brewing Company,Bridgewater Corners,VT,Long Trail IPA (Long Trail Brewing Company)
46,30,1924,Long Trail Ale,American Amber / Red Ale,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,Long Trail Ale (Long Trail Brewing Company)
72,33,1090,Double Bag,Altbier,268,16,Long Trail Brewing Company,Bridgewater Corners,VT,Double Bag (Long Trail Brewing Company)
0.04,8,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,Blackbeary Wheat (Long Trail Brewing Company)
46,30,573,Long Trail Ale (1),Altbier,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,Long Trail Ale (1) (Long Trail Brewing Company)
46,8,2584,Gose,Gose,41,16,Lost Nation Brewing,East Fairfield,VT,Gose (Lost Nation Brewing)
48,20,2583,Vermont Pilsner,German Pilsener,41,16,Lost Nation Brewing,East Fairfield,VT,Vermont Pilsner (Lost Nation Brewing)
55,NA,2582,Mosaic Single Hop IPA,American IPA,41,16,Lost Nation Brewing,East Fairfield,VT,Mosaic Single Hop IPA (Lost Nation Brewing)
45,NA,2581,Lost Galaxy,American IPA,41,16,Lost Nation Brewing,East Fairfield,VT,Lost Galaxy (Lost Nation Brewing)
62,65,1309,Face Plant IPA,American IPA,430,12,Lost Rhino Brewing Company,Ashburn,VA,Face Plant IPA (Lost Rhino Brewing Company)
0.0559999999999999,55,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12,Lost Rhino Brewing Company,Ashburn,VA,Rhino Chasers Pilsner (Lost Rhino Brewing Company)
52,29,1571,Slow Hand Stout,American Stout,377,16,Lucette Brewing Company,Menominee,WI,Slow Hand Stout (Lucette Brewing Company)
62,NA,1204,Hips Don't Lie,Hefeweizen,456,16,Lucette Brewing Company,Menominie,WI,Hips Don't Lie (Lucette Brewing Company)
52,NA,1122,Ride Again Pale Ale,American Pale Ale (APA),456,16,Lucette Brewing Company,Menominie,WI,Ride Again Pale Ale (Lucette Brewing Company)
48,NA,700,The Farmer's Daughter,American Blonde Ale,456,16,Lucette Brewing Company,Menominie,WI,The Farmer's Daughter (Lucette Brewing Company)
38,18,2033,Pub Ale,English Dark Mild Ale,245,12,Lucky Town Brewing Company,Jackson,MS,Pub Ale (Lucky Town Brewing Company)
51,31,2032,Ballistic Blonde,Belgian Pale Ale,245,12,Lucky Town Brewing Company,Jackson,MS,Ballistic Blonde (Lucky Town Brewing Company)
54,NA,2311,Knotty Pine,American Pale Ale (APA),158,12,Lumberyard Brewing Company,Flagstaff,AZ,Knotty Pine (Lumberyard Brewing Company)
53,20,1153,Lumberyard Pilsner,American Pilsner,158,12,Lumberyard Brewing Company,Flagstaff,AZ,Lumberyard Pilsner (Lumberyard Brewing Company)
61,NA,355,Lumberyard IPA,American IPA,158,12,Lumberyard Brewing Company,Flagstaff,AZ,Lumberyard IPA (Lumberyard Brewing Company)
0.0579999999999999,NA,125,Lumberyard Red Ale,American Amber / Red Ale,158,12,Lumberyard Brewing Company,Flagstaff,AZ,Lumberyard Red Ale (Lumberyard Brewing Company)
0.05,NA,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12,MacTarnahans Brewing Company,Portland,OR,Mac's Highlander Pale Ale (2000) (MacTarnahans Brewing Company)
51,32,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12,MacTarnahans Brewing Company,Portland,OR,Mac's Scottish Style Amber Ale (2000) (MacTarnahans Brewing Company)
0.05,NA,1475,Macon Progress Ale,American Pale Ale (APA),400,12,Macon Beer Company,Macon,GA,Macon Progress Ale (Macon Beer Company)
55,NA,1008,Macon History Ale,American Brown Ale,400,12,Macon Beer Company,Macon,GA,Macon History Ale (Macon Beer Company)
99,NA,2454,Galaxy High,American Double / Imperial IPA,91,12,Madtree Brewing Company,Cincinnati,OH,Galaxy High (Madtree Brewing Company)
43,18,2209,Sol Drifter,American Blonde Ale,91,12,Madtree Brewing Company,Cincinnati,OH,Sol Drifter (Madtree Brewing Company)
85,NA,2133,Thunder Snow,Winter Warmer,91,12,Madtree Brewing Company,Cincinnati,OH,Thunder Snow (Madtree Brewing Company)
79,18,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16,Madtree Brewing Company,Cincinnati,OH,The Great Pumpcan (Madtree Brewing Company)
47,11,1816,LIFT,KÃ¶lsch,91,12,Madtree Brewing Company,Cincinnati,OH,LIFT (Madtree Brewing Company)
0.05,40,1815,SPRYE,American Pale Ale (APA),91,12,Madtree Brewing Company,Cincinnati,OH,SPRYE (Madtree Brewing Company)
69,70,1126,Psychopathy,American IPA,91,12,Madtree Brewing Company,Cincinnati,OH,Psychopathy (Madtree Brewing Company)
0.07,32,1125,Gnarly Brown,American Brown Ale,91,12,Madtree Brewing Company,Cincinnati,OH,Gnarly Brown (Madtree Brewing Company)
0.06,30,1124,Happy Amber,American Amber / Red Ale,91,12,Madtree Brewing Company,Cincinnati,OH,Happy Amber (Madtree Brewing Company)
51,20,1813,#9,Fruit / Vegetable Beer,303,16,Magic Hat Brewing Company,South Burlington,VT,#9 (Magic Hat Brewing Company)
55,13,1113,Elder Betty,Hefeweizen,303,12,Magic Hat Brewing Company,South Burlington,VT,Elder Betty (Magic Hat Brewing Company)
51,20,360,#9,Fruit / Vegetable Beer,303,12,Magic Hat Brewing Company,South Burlington,VT,#9 (Magic Hat Brewing Company)
42,NA,511,High Country Pilsner (Current),German Pilsener,534,12,Mammoth Brewing Company,Mammoth Lakes,CA,High Country Pilsner (Current) (Mammoth Brewing Company)
65,NA,75,Epic IPA,American IPA,534,12,Mammoth Brewing Company,Mammoth Lakes,CA,Epic IPA (Mammoth Brewing Company)
42,NA,74,Golden Trout Pilsner,German Pilsener,534,12,Mammoth Brewing Company,Mammoth Lakes,CA,Golden Trout Pilsner (Mammoth Brewing Company)
45,NA,73,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12,Mammoth Brewing Company,Mammoth Lakes,CA,Real McCoy Amber Ale (Current) (Mammoth Brewing Company)
72,NA,1628,Festivus (1),Winter Warmer,356,12,Manayunk Brewing Company,Philadelphia,PA,Festivus (1) (Manayunk Brewing Company)
67,NA,1626,Manayunk Oktoberfest,MÃ¤rzen / Oktoberfest,356,12,Manayunk Brewing Company,Philadelphia,PA,Manayunk Oktoberfest (Manayunk Brewing Company)
45,21,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12,Manayunk Brewing Company,Philadelphia,PA,Belgian Style Session Ale (Manayunk Brewing Company)
55,NA,1624,Manayunk IPA,American IPA,356,12,Manayunk Brewing Company,Philadelphia,PA,Manayunk IPA (Manayunk Brewing Company)
55,NA,1600,Yunkin' Punkin',Pumpkin Ale,356,12,Manayunk Brewing Company,Philadelphia,PA,Yunkin' Punkin' (Manayunk Brewing Company)
0.05,18,1484,Summer Paradise,American Pale Wheat Ale,356,12,Manayunk Brewing Company,Philadelphia,PA,Summer Paradise (Manayunk Brewing Company)
0.09,30,1356,Monk from the 'Yunk,Tripel,356,12,Manayunk Brewing Company,Philadelphia,PA,Monk from the 'Yunk (Manayunk Brewing Company)
0.06,14,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12,Manayunk Brewing Company,Philadelphia,PA,Schuylkill Punch (Manayunk Brewing Company)
85,85,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12,Manayunk Brewing Company,Philadelphia,PA,Dreamin' Double IPA (Manayunk Brewing Company)
99,93,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12,Manzanita Brewing Company,Santee,CA,Chaotic Double IPA (Manzanita Brewing Company)
0.08,88,1673,Manzanita IPA,American IPA,346,12,Manzanita Brewing Company,Santee,CA,Manzanita IPA (Manzanita Brewing Company)
0.06,25,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12,Manzanita Brewing Company,Santee,CA,Riverwalk Blonde Ale (Manzanita Brewing Company)
95,49,1671,Gillespie Brown Ale,American Brown Ale,346,12,Manzanita Brewing Company,Santee,CA,Gillespie Brown Ale (Manzanita Brewing Company)
66,44,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12,Manzanita Brewing Company,Santee,CA,Manzanita Pale Ale (Manzanita Brewing Company)
47,NA,1262,Marble Pilsner,German Pilsener,443,12,Marble Brewery,Albuquerque,NM,Marble Pilsner (Marble Brewery)
62,NA,845,Marble India Pale Ale,American IPA,443,12,Marble Brewery,Albuquerque,NM,Marble India Pale Ale (Marble Brewery)
72,NA,1783,Toughcats IPA,American IPA,317,16,Marshall Wharf Brewing Company,Belfast,ME,Toughcats IPA (Marshall Wharf Brewing Company)
0.05,NA,1717,Tug Pale Ale,American Pale Ale (APA),317,16,Marshall Wharf Brewing Company,Belfast,ME,Tug Pale Ale (Marshall Wharf Brewing Company)
99,NA,1716,Sexy Chaos,Russian Imperial Stout,317,16,Marshall Wharf Brewing Company,Belfast,ME,Sexy Chaos (Marshall Wharf Brewing Company)
63,NA,1516,Ace Hole American Pale Ale,American Pale Ale (APA),317,16,Marshall Wharf Brewing Company,Belfast,ME,Ace Hole American Pale Ale (Marshall Wharf Brewing Company)
0.0969999999999999,NA,725,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16,Marshall Wharf Brewing Company,Belfast,ME,Cant Dog Imperial Pale Ale (Marshall Wharf Brewing Company)
0.05,20,2308,River House,Saison / Farmhouse Ale,161,16,Martin House Brewing Company,Fort Worth,TX,River House (Martin House Brewing Company)
65,47,2268,Pretzel Stout,American Stout,161,16,Martin House Brewing Company,Fort Worth,TX,Pretzel Stout (Martin House Brewing Company)
0.05,35,2197,Rubberneck Red,American Amber / Red Ale,161,16,Martin House Brewing Company,Fort Worth,TX,Rubberneck Red (Martin House Brewing Company)
0.08,NA,2120,The Imperial Texan,American Double / Imperial IPA,161,16,Martin House Brewing Company,Fort Worth,TX,The Imperial Texan (Martin House Brewing Company)
0.08,NA,1234,The Imperial Texan,American Double / Imperial IPA,161,12,Martin House Brewing Company,Fort Worth,TX,The Imperial Texan (Martin House Brewing Company)
0.05,NA,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16,Martin House Brewing Company,Fort Worth,TX,Day Break 4-Grain Breakfast Beer (Martin House Brewing Company)
0.05,NA,1232,River House Saison,Saison / Farmhouse Ale,161,12,Martin House Brewing Company,Fort Worth,TX,River House Saison (Martin House Brewing Company)
65,NA,1231,There Will Be Stout,American Stout,161,12,Martin House Brewing Company,Fort Worth,TX,There Will Be Stout (Martin House Brewing Company)
65,60,1831,Our Legacy IPA,American IPA,299,12,Matt Brewing Company,Utica,NY,Our Legacy IPA (Matt Brewing Company)
42,NA,1359,Saranac Shandy,Shandy,299,12,Matt Brewing Company,Utica,NY,Saranac Shandy (Matt Brewing Company)
65,60,1135,Our Legacy IPA,American IPA,299,16,Matt Brewing Company,Utica,NY,Our Legacy IPA (Matt Brewing Company)
51,NA,960,Saranac Golden Pilsener (2003),German Pilsener,299,12,Matt Brewing Company,Utica,NY,Saranac Golden Pilsener (2003) (Matt Brewing Company)
